movieId,overview,director,actors
3784,"Powerful businessman Russ Duritz is self-absorbed and immersed in his work. But by the magic of the moon, he meets Rusty, a chubby, charming 8-year-old version of himself who can't believe he could turn out so badly – with no life and no dog. With Rusty's help, Russ is able to reconcile the person he used to dream of being with the man he's actually become.",Jon Turteltaub,"['Bruce Willis', 'Spencer Breslin', 'Emily Mortimer', 'Lily Tomlin', 'Jean Smart']"
3785,"A familiar-looking group of teenagers find themselves being stalked by a more-than-vaguely recognizable masked killer! As the victims begin to pile up and the laughs pile on, none of your favorite scary movies escape the razor-sharp satire of this outrageously funny parody!",Keenen Ivory Wayans,"['Anna Faris', 'Jon Abrahams', 'Marlon Wayans', 'Shawn Wayans', 'Regina Hall']"
3786,,,
3787,,,
3788,"A successful mod photographer in London whose world is bounded by fashion, pop music, marijuana, and easy sex, feels his life is boring and despairing. But in the course of a single day he unknowingly captures a death on film.",Michelangelo Antonioni,"['David Hemmings', 'Vanessa Redgrave', 'Sarah Miles', 'John Castle', 'Veruschka von Lehndorff']"
3789,"A Jewish pawnbroker, a victim of Nazi persecution, loses all faith in his fellow man until he realizes too late the tragedy of his actions.",Sidney Lumet,"['Rod Steiger', 'Geraldine Fitzgerald', 'Brock Peters', 'Jaime Sánchez', 'Thelma Oliver']"
3790,An inside look into one night in the San Francisco underground rave scene.,Greg Harrison,"['Hamish Linklater', 'Denny Kirkwood', 'Mackenzie Firgens', 'Lola Glaudini', 'Steve Van Wormer']"
3791,"When teenager Ren and his family move from big-city Chicago to a small town in the West, he's in for a real case of culture shock after discovering he's living in a place where music and dancing are illegal.",Herbert Ross,"['Kevin Bacon', 'Lori Singer', 'John Lithgow', 'Dianne Wiest', 'Chris Penn']"
3792,"Beautiful half-breed Pearl Chavez becomes the ward of her dead father's first love and finds herself torn between her sons, one good and the other bad.",King Vidor,"['Jennifer Jones', 'Joseph Cotten', 'Gregory Peck', 'Lionel Barrymore', 'Herbert Marshall']"
3793,"Two mutants, Rogue and Wolverine, come to a private academy for their kind whose resident superhero team, the X-Men, must oppose a terrorist organization with similar powers.",Bryan Singer,"['Hugh Jackman', 'Patrick Stewart', 'Ian McKellen', 'Famke Janssen', 'James Marsden']"
3794,"Chuck and Buck are childhood best friends whose lives have taken very different paths. While Chuck moved away and now has a real life, Buck stayed behind and developed a dangerous fixation—on Chuck's life.",Miguel Arteta,"['Mike White', 'Chris Weitz', 'Lupe Ontiveros', 'Beth Colt', 'Paul Weitz']"
3795,"Interconnected stories examine situations involving the five senses. Touch is represented by a massage therapist who is treating a woman, while her daughter accidentally loses the woman's pre-school daughter in the park. The older daughter meets a voyeur (vision), a professional house-cleaner has an acute sense of smell, a cake maker has lost her sense of taste, and an older man is losing his hearing.",Jeremy Podeswa,"['Mary-Louise Parker', 'Pascale Bussières', 'Richard Clarkin', 'Brendan Fletcher', 'Marco Leonardi']"
3796,,,
3797,"A mentally disturbed young woman takes a job at a posh country club and falls in with a clique of wealthy college kids where she's taken under the wing of the clique's twisted leader, who harbors some dark secrets too terrifying to tell.",Mary Lambert,"['Lori Heuring', 'Susan Ward', 'Matthew Settle', 'Nathan Bexton', 'Tess Harper']"
3798,"When Claire Spencer starts hearing ghostly voices and seeing spooky images, she wonders if an otherworldly spirit is trying to contact her. All the while, her husband tries to reassure her by telling her it's all in her head. But as Claire investigates, she discovers that the man she loves might know more than he's letting on.",Robert Zemeckis,"['Michelle Pfeiffer', 'Harrison Ford', 'Diana Scarwid', 'James Remar', 'Miranda Otto']"
3799,A promotional concert/behind the scenes special for the American release of Pokémon: The Movie 2000.,Richard Brian DiPirro,"['Kel Mitchell', 'Donna Summer', ""'Weird Al' Yankovic"", 'Jesse McCartney', 'Chris Trousdale']"
3800,"After a perverted impulse drives them to kill, Alice and her boyfriend, Luc, drag the body into the woods, only to find themselves hopelessly lost – much like the fairy-tale plight of Hansel and Gretel. Starving and with no hope of being found, they chance upon a dilapidated cottage where a hulking man takes them prisoner and proceeds to feed Luc's sexual appetite.",François Ozon,"['Natacha Régnier', 'Jérémie Renier', 'Miki Manojlović', 'Salim Kéchiouche', 'Yasmine Belmadi']"
3801,"Semi-retired Michigan lawyer Paul Biegler takes the case of Army Lt. Manion, who murdered a local innkeeper after his wife claimed that he raped her. Over the course of an extensive trial, Biegler parries with District Attorney Lodwick and out-of-town prosecutor Claude Dancer to set his client free, but his case rests on the victim's mysterious business partner, who's hiding a dark secret.",Otto Preminger,"['James Stewart', 'Lee Remick', 'Ben Gazzara', ""Arthur O'Connell"", 'Eve Arden']"
3802,"Time-traveling bounty hunters find a doomed race-car driver in the past and bring him to 2009 New York, where his mind will be replaced with that of a terminally ill billionaire.",Geoff Murphy,"['Emilio Estevez', 'Mick Jagger', 'Rene Russo', 'Anthony Hopkins', 'Jonathan Banks']"
3803,"A parable based on the life of Christ. This ain't your father's Bible story, full of references about the destruction of the world through massive constipation and a New Mexican setting.",Robert Downey Sr.,"['Allan Arbus', 'Albert Henderson', 'Luana Anders', 'Hervé Villechaize', 'Toni Basil']"
3804,Four girls spurned by the popular Sorority on campus decide to start their own and steal all the men on campus away from the house that rejected them.,Gerald Seth Sindell,"['Susan Kiger', 'Lisa London', 'Pamela Jean Bryant', 'Kimberly Cameron', 'Mary Steelsmith']"
3805,"A medieval reenactment troupe struggles to maintain its family-like dynamic amid pressure from local authorities, interest from talent agents, and their ""King's"" delusions of grandeur.",George A. Romero,"['Ed Harris', 'Gary Lahti', 'Tom Savini', 'Amy Ingersoll', 'Patricia Tallman']"
3806,"A bandit kidnaps a Marshal who has seen a map showing a gold vein on Indian lands, but other groups are looking for it too, while the Apache try to keep the secret location undisturbed.",J. Lee Thompson,"['Gregory Peck', 'Omar Sharif', 'Camilla Sparv', 'Julie Newmar', 'Telly Savalas']"
3807,"Princess Farah refuses to marry Sinbad until Prince Kassim, her brother, is able to give his consent. However, the Prince's wicked stepmother, Queen Zenobia, has changed Kassim into a baboon in order to have her own son crowned as caliph. Sinbad, his crew, the Princess and the transformed Prince travel to a distant land, fighting every obstacle Zenobia places in their path, to seek the advice of a legendary wise man who can possibly tell how to end the spell.",Sam Wanamaker,"['Patrick Wayne', 'Taryn Power', 'Jane Seymour', 'Patrick Troughton', 'Kurt Christian']"
3808,,,
3809,"Before going on vacation, self-involved psychiatrist Dr. Leo Marvin has the misfortune of taking on a new patient: Bob Wiley. An exemplar of neediness and a compendium of phobias, Bob follows Marvin to his family's country house. Dr. Marvin tries to get him to leave; the trouble is, everyone loves Bob. As his oblivious patient makes himself at home, Dr. Marvin loses his professional composure and, before long, may be ready for the loony bin himself.",Frank Oz,"['Bill Murray', 'Richard Dreyfuss', 'Julie Hagerty', 'Charlie Korsmo', 'Kathryn Erbe']"
3810,"A small southwestern town sheriff finds a body in the desert with a suitcase and $500,000. He impersonates the man and stumbles into an FBI investigation.",Roger Donaldson,"['Willem Dafoe', 'Mary Elizabeth Mastrantonio', 'Mickey Rourke', 'Samuel L. Jackson', 'M. Emmet Walsh']"
3811,"During the Boer War, three Australian lieutenants are on trial for shooting Boer prisoners. Though they acted under orders, they are being used as scapegoats by the General Staff, who hopes to distance themselves from the irregular practices of the war. The trial does not progress as smoothly as expected by the General Staff, as the defence puts up a strong fight in the courtroom.",Bruce Beresford,"['Edward Woodward', 'Jack Thompson', 'John Waters', 'Bryan Brown', 'Charles Tingwell']"
3812,"A collection of seven vignettes, which each address a question concerning human sexuality. From aphrodisiacs to sexual perversion to the mystery of the male orgasm, characters like a court jester, a doctor, a queen and a journalist adventure through lab experiments and game shows, all seeking answers to common questions that many would never ask.",Woody Allen,"['Woody Allen', 'John Carradine', 'Lou Jacobi', 'Louise Lasser', 'Anthony Quayle']"
3813,"When Eve, an interior designer, is deserted by her husband of many years, Arthur, the emotionally glacial relationships of the three grown-up daughters are laid bare. Twisted by jealousy, insecurity and resentment, Renata, a successful writer; Joey, a woman crippled by indecision; and Flyn, a budding actress; struggle to communicate for the sake of their shattered mother. But when their father unexpectedly falls for another woman, his decision to remarry sets in motion a terrible twist of fate…",Woody Allen,"['Geraldine Page', 'Kristin Griffith', 'Mary Beth Hurt', 'Richard Jordan', 'Diane Keaton']"
3814,"In czarist Russia, a neurotic soldier and his distant cousin formulate a plot to assassinate Napoleon.",Woody Allen,"['Woody Allen', 'Diane Keaton', 'Harold Gould', 'Olga Georges-Picot', 'Zvee Scooler']"
3816,"Buenos Aires, Argentina, 1983. In the last and turbulent days of the military dictatorship, Alicia, a high school history teacher, begins to ask uncomfortable questions about the dark origins of Gaby, her adopted daughter.",Luis Puenzo,"['Norma Aleandro', 'Héctor Alterio', 'Hugo Arana', 'Guillermo Battaglia', 'Chela Ruiz']"
3817,"The Other Side of Sunday, also known in Norwegian as ""Søndagsengler"", is a movie that criticizes the small, and often tight, church community. We follow the Preacher's Daughter, Maria, on her journey to liberate herself from the stiff church community and her father.",Berit Nesheim,"['Marie Theisen', 'Hildegun Riise', 'Bjørn Sundquist', 'Sylvia Salvesen', 'Ina Sofie Brodahl']"
3818,"Jimmy, the owner of a failed music shop, goes to work with his uncle, the owner of a food factory. Before he gets there, he befriends an Irish family who happens to be his uncle's worst enemy because of their love for music and in-house band who constantly practices. Soon, Jimmy finds himself trying to help the band by getting them gigs and trying to reconcile the family with his uncle.",George Marshall,"['James Stewart', 'Paulette Goddard', 'Horace Heidt', 'Charles Winninger', 'Mary Gordon']"
3819,"Documentary about the making of Juzo Itami's film ""Tampopo"" (1985).",Toshiro Uratani,"['Jūzō Itami', 'Nobuko Miyamoto', 'Tsutomu Yamazaki', 'Ken Watanabe']"
3820,"Mr. Conductor's supply of magic gold dust, which allows him to travel between Shining Time and Thomas's island, is critically low. Unfortunately, he doesn't know how to get more. Meanwhile, Thomas is fending off attacks by the nasty diesel engines. Getting more gold dust will require help from Mr. C's slacker cousin, his new friend Lily and her morose grandfather, plus the secret engine.",Britt Allcroft,"['Alec Baldwin', 'Peter Fonda', 'Mara Wilson', 'Eddie Glenn', 'Neil Crone']"
3821,"The hilarity begins when professor Sherman Klump finds romance with fellow DNA specialist, Denise Gaines, and discovers a brilliant formula that reverses aging. But Sherman's thin and obnoxious alter ego, Buddy Love, wants out...and a big piece of the action. And when Buddy gets loose, things get seriously nutty.",Peter Segal,"['Eddie Murphy', 'Janet Jackson', 'Larry Miller', 'John Ales', 'Richard Gant']"
3822,"It's night on a Paris bridge. A girl leans over Seine River with tears in her eyes and a violent yearning to drown her sorrows. Out of nowhere someone takes an interest in her. He is Gabor, a knife thrower who needs a human target for his show. The girl, Adele, has never been lucky and nowhere else to go. So she follows him. They travel along the northern bank of the Mediterranean to perform.",Patrice Leconte,"['Vanessa Paradis', 'Daniel Auteuil', 'Demetre Georgalas', 'Catherine Lascault', 'Frédéric Pfluger']"
3823,"There's little wonder in the working-class lives of Bill, Eileen, and their three grown daughters. They're lonely Londoners. Nadia, a cafe waitress, places personal ads, looking for love; Debbie, a single mom, entertains men at the hair salon after hours; her son spends part of the weekend with her ex, a man with a hair-trigger temper. Molly is expecting her first baby and its father acts as if the responsibility is too much for him.",Michael Winterbottom,"['Shirley Henderson', 'Gina McKee', 'Molly Parker', 'Ian Hart', 'John Simm']"
3824,"Will Keane, a Manhattan restaurateur, is content with his playboy lifestyle until he meets Charlotte Fielding, a free-spirited young woman. Together the pair pursue a passionate affair that forces them both to reevaluate what they want out of life, even as fate threatens to steal away their future.",Joan Chen,"['Richard Gere', 'Winona Ryder', 'Anthony LaPaglia', 'Elaine Stritch', 'Vera Farmiga']"
3825,"Graced with a velvet voice, 21-year-old Violet Sanford heads to New York to pursue her dream of becoming a songwriter only to find her aspirations sidelined by the accolades and notoriety she receives at her ""day"" job as a barmaid at Coyote Ugly. The ""Coyotes"" as they are affectionately called tantalize customers and the media alike with their outrageous antics, making Coyote Ugly the watering hole for guys on the prowl.",David McNally,"['Piper Perabo', 'Maria Bello', 'Bridget Moynahan', 'Tyra Banks', 'Izabella Miko']"
3826,"Cocky researcher Sebastian Caine is working on a project to make living creatures invisible. Determined to achieve the ultimate breakthrough, Caine pushes his team to move to the next phase — using himself as the subject. The test is a success, but when the process can't be reversed and Caine seems doomed to future without flesh, he starts to turn increasingly dangerous.",Paul Verhoeven,"['Kevin Bacon', 'Elisabeth Shue', 'Josh Brolin', 'Kim Dickens', 'Greg Grunberg']"
3827,"Frank Corvin, ‘Hawk’ Hawkins, Jerry O'Neill and ‘Tank’ Sullivan were hotdog members of Project Daedalus, the Air Force's test program for space travel, but their hopes were dashed in 1958 with the formation of NASA and the use of trained chimps. They blackmail their way into orbit when Russia's mysterious ‘Ikon’ communications satellite's orbit begins to degrade and threatens to crash to Earth.",Clint Eastwood,"['Clint Eastwood', 'Tommy Lee Jones', 'Donald Sutherland', 'James Garner', 'James Cromwell']"
3828,"A comedy about families, the elements that bind them together, and about hope in the face of hardship.",Max Mayer,"['Roy Scheider', 'Olympia Dukakis', 'Edward Herrmann', 'Scott Cohen', 'Dan Moran']"
3829,High school student tries to improve soccer skills by practicing dance and falls for his dance partner.,John Forte,"['William Ash', 'Keri Russell', 'Brian Cox', 'Maclean Stewart', 'Tim Loane']"
3830,Chicklet is a sixteen-year old tomboy who's desperate to be part of the in-crowd of Malibu beach surfers. She's the typical American girl - except for one little problem: her personality is split into more slices than a pepperoni pizza.,Robert Lee King,"['Lauren Ambrose', 'Thomas Gibson', 'Nicholas Brendon', 'Matt Keeslar', 'Charles Busch']"
3831,"Unexpectedly widowed, prim and proper housewife Grace Trevethyn finds herself in dire financial straits when she inherits massive debts her late husband had been accruing for years. Faced with losing her house, she decides to use her talent for horticulture and hatches a plan to grow potent marijuana which can be sold at an astronomical price, thus solving her financial crisis.",Nigel Cole,"['Brenda Blethyn', 'Craig Ferguson', 'Martin Clunes', 'Tchéky Karyo', 'Jamie Foreman']"
3832,"Three short tales of supernatural horror. In “The Telephone,” a woman is plagued by threatening phone calls. In ""The Wurdalak,” a family is preyed upon by vampiric monsters. In “The Drop of Water,” a deceased medium wreaks havoc on the living.",Mario Bava,"['Boris Karloff', 'Mark Damon', 'Michèle Mercier', 'Susy Andersen', 'Lidia Alfonsi']"
3833,"Dr. Bill Cortner and his fiancée, Jan Compton, are driving to his lab when they get into a horrible car accident. Compton is decapitated. But Cortner is not fazed by this seemingly insurmountable hurdle. His expertise is in transplants, and he is excited to perform the first head transplant. Keeping Compton's head alive in his lab, Cortner plans the groundbreaking yet unorthodox surgery. First, however, he needs a body.",Joseph Green,"['Jason Evers', 'Virginia Leith', 'Leslie Daniels', 'Adele Lamont', 'Bonnie Sharie']"
3834,"An idealistic, modern-day cowboy struggles to keep his Wild West show afloat in the face of hard luck and waning interest.",Clint Eastwood,"['Clint Eastwood', 'Sondra Locke', 'Geoffrey Lewis', 'Scatman Crothers', 'Bill McKinney']"
3835,A precocious and obsessive teenager develops a crush on a naive writer with harrowing consequences.,Alan Shapiro,"['Cary Elwes', 'Alicia Silverstone', 'Jennifer Rubin', 'Kurtwood Smith', 'Amber Benson']"
3836,A misfit group of World War II American soldiers goes AWOL to rob a bank behind German lines.,Brian G. Hutton,"['Clint Eastwood', 'Telly Savalas', 'Don Rickles', ""Carroll O'Connor"", 'Donald Sutherland']"
3837,,,
3838,"The Tall Man, that imposing menace from Morningside Mortuary, is back and once again haunting the thoughts of the now-adult Mike and his friend, ex-Ice Cream vendor Reggie. The two continue their hunt for the mysterious figure and in his path of destruction encounter a variety of dangerous situations, friends and enemies.",Don Coscarelli,"['A. Michael Baldwin', 'Reggie Bannister', 'Bill Thornbury', 'Gloria Lynne Henry', 'Kevin Connors']"
3839,"Taking off immediately where the last one ended, in this episode Mike travels across dimensions and time fleeing from the Tall Man, at the same time he tries to find the origins of his enemy, and what really happened the night that his brother died. Meanwhile, Reggie battles the spheres and the undead in a quest to find Mike before the Tall Man can complete his transformation.",Don Coscarelli,"['Angus Scrimm', 'A. Michael Baldwin', 'Bill Thornbury', 'Reggie Bannister', 'Heidi Marnhout']"
3840,"When a group of teenagers inadvertently kill his only son, Ed Harley seeks the powers of a backwoods witch to bring the child back to life.",Stan Winston,"['Lance Henriksen', 'Jeff East', ""John D'Aquino"", 'Cynthia Bain', 'Kerry Remsen']"
3841,"Air America was the CIA's private airline operating in Laos during the Vietnam War, running anything and everything from soldiers to foodstuffs for local villagers. After losing his pilot's license, Billy Covington is recruited, and ends up in the middle of a bunch of lunatic pilots, gun-running by his friend Gene Ryack, and opium smuggling by his own superiors.",Roger Spottiswoode,"['Mel Gibson', 'Robert Downey Jr.', 'Nancy Travis', 'Ken Jenkins', 'David Marshall Grant']"
3842,,,
3843,"After a terrible boating accident, Angela Baker is sent to Camp Arawak, where a series of bizarre and violent ""accidents"" begin to claim the lives of various campers.",Robert Hiltzik,"['Felissa Rose', 'Jonathan Tiersten', 'Karen Fields', 'Christopher Collet', 'Mike Kellin']"
3844,"A young beautician, newly arrived in a small Louisiana town, finds work at the local salon, where a small group of women share a close bond of friendship and welcome her into the fold.",Herbert Ross,"['Sally Field', 'Dolly Parton', 'Shirley MacLaine', 'Daryl Hannah', 'Olympia Dukakis']"
3845,,,
3846,"To inherit his mother-in-law's colossal fortune, a hard living gambling addict must change his unhealthy ways before it gets the best of him.",James Signorelli,"['Rodney Dangerfield', 'Joe Pesci', 'Geraldine Fitzgerald', 'Candice Azzara', 'Val Avery']"
3847,,,
3848,"Having seen the double murder of his parents, autistic youth Tim Warden is sent to therapy with controversial therapist Dr. Jake Rainer. Jake tries to probe the silent child about what he saw, but he gets more details about the Wardens' household dynamics from Tim's teenage sister, Sylvie. As he spends more time with the siblings, Jake learns that the Wardens' marriage was not as perfect as it seemed, and he uncovers other new details that might help solve the crime.",Bruce Beresford,"['Richard Dreyfuss', 'Linda Hamilton', 'John Lithgow', 'J. T. Walsh', 'Ben Faulkner']"
3849,"On a stormy night, the mute servant to an ailing matriarch is stalked by a serial killer.",Robert Siodmak,"['Dorothy McGuire', 'George Brent', 'Ethel Barrymore', 'Kent Smith', 'Rhonda Fleming']"
3850,,,
3851,"November, 1999, Margaret Cho is home in San Francisco at the Warfield Theater. Cho structures her monologue loosely on her professional life's trajectory: doing stand-up, cast in an ABC-TV sitcom, losing 30 pounds in two weeks for the part, the show's cancellation, a descent into booze, pills, and self-loathing, and a resurrection into her own voice, her own shape, and being the one she wants.",Lionel Coleman,['Margaret Cho']
3852,"In college, Dex was the big man on campus. Ten years later, now an overweight kindergarten teacher, Dex is immune to the shocked stares of the women who were once his conquests. While trying to pick up the bartender, he is struck by the gorgeous Syd. Through a series of circumstances, Syd and Dex are thrown together and he soon finds himself questioning his belief in all things Steve.",Jenniphr Goodman,"['Donal Logue', 'Ayelet Kaznelson', 'John Hines', 'John Harrington Bland', 'Jessica Gormley']"
3853,"A 10 year old gifted boy wants to be a jazz pianist much to the chagrin of his more classical oriented piano instructor. With his mother's help, he is an underage regular at a local nightspot, where he is teamed up with a sax superstar. Both come to learn that each suffers from Tourette's Syndrome (thus the film title). The older man has developed mannerisms to cover up his own fallibilities and resents the boy and his mother's acceptance of the disease.",Gary Winick,"['Christopher Rodriguez Marquette', 'Polly Draper', 'Gregory Hines', 'Carol Kane', 'Desmond Robertson']"
3854,"In 1943, while the Allies are bombing Berlin and the Gestapo is purging the capital of Jews, a dangerous love affair blossoms between two women – one a Jewish member of the underground, the other an exemplar of Nazi motherhood.",Max Färberböck,"['Maria Schrader', 'Juliane Köhler', 'Johanna Wokalek', 'Heike Makatsch', 'Elisabeth Degen']"
3855,A man and a woman meet to fulfill her sexual fantasy.,Frédéric Fonteyne,"['Nathalie Baye', 'Sergi López', 'Jacques Viala', 'Paul Pavel', 'Sylvie Van Den Elsen']"
3856,"When a school bus driving woman (Tyne Daly) has a heart attack, she makes one request of her three daughters (Ally Sheedy, Marla Sucharetza, Marceline Hugo) - she wants them to find their long lost brother, who was taken away by their father (Jack Davidson) 16 years ago. What they discover is that while they have struggled, their father has become a wealthy man and their brother is in school at Harvard.",Steven Maler,"['Tyne Daly', 'Marla Sucharetza', 'Marceline Hugot', 'Ally Sheedy', 'Davidlee Willson']"
3857,"When Maggie's sister Jenna saddles her with an autistic newborn named Cody she touches Maggie's heart and becomes the daughter she has always longed for. But six years later Jenna suddenly re-enters her life and, with her mysterious new husband, Eric Stark, abducts Cody. Despite the fact that Maggie has no legal rights to Cody, FBI agent John Travis takes up her cause when he realizes that Cody shares the same birth date as several other recently murdered children.",Chuck Russell,"['Kim Basinger', 'Jimmy Smits', 'Rufus Sewell', 'Ian Holm', 'Angela Bettis']"
3858,A young lunatic director and his devoted cult of cinema terrorists kidnap a Hollywood movie goddess and force her to star in their radical underground movie.,John Waters,"['Melanie Griffith', 'Stephen Dorff', 'Alicia Witt', 'Adrian Grenier', 'Maggie Gyllenhaal']"
3859,"A documentary look, mostly through the eyes of Tammy Faye Bakker Messner, at her rise and fall as a popular televangelist with husband Jim Bakker.",Fenton Bailey,"['RuPaul', 'Tammy Faye Bakker', 'Jim Bakker', 'Mel White', 'Roe Messner']"
3860,,,
3861,"Maverick old-guard coach Jimmy McGinty is hired in the wake of a players' strike to help the Washington Sentinels advance to the playoffs. But that impossible dream hinges on whether his replacements can hunker down and do the job. So, McGinty dusts off his secret dossier of ex-players who never got a chance (or screwed up the one they were given) and knits together a bad-dream team of guys who just may give the Sentinels their title shot.",Howard Deutch,"['Keanu Reeves', 'Gene Hackman', 'Brooke Langton', 'Orlando Jones', 'Faizon Love']"
3862,"A waitress falls for a handsome customer who seduces her, her two sisters, her brother, and her brother's girlfriend.",Gerard Stembridge,"['Kate Hudson', 'Charlotte Bradley', ""Frances O'Connor"", 'Stuart Townsend', 'Alan Maher']"
3863,A psychotherapist journeys inside a comatose serial killer in the hopes of saving his latest victim.,Tarsem Singh,"['Jennifer Lopez', 'Vince Vaughn', ""Vincent D'Onofrio"", 'Catherine Sutherland', 'James Gammon']"
3864,An independent group of researchers called the Godzilla Prediction Network (GPN) actively track Godzilla as he makes landfall in Nemuro.  Matters are further complicated when a giant meteor is discovered in the Ibaragi Prefecture. The mysterious rock begins to levitate as it's true intentions for the world and Godzilla are revealed.,Takao Okawara,"['Takehiro Murata', 'Naomi Nishida', 'Mayu Suzuki', 'Hiroshi Abe', 'Shiro Sano']"
3865,"The house is rockin' and the laughs are rollin' as comedians Steve Harvey (The Steve Harvey Show), D.L. Hughley (The Hughleys), Cedric The Entertainer (The Steve Harvey Show) and Bernie Mac (Life) meet in this riotously comedy summit directed by Spike Lee.",Spike Lee,"['Steve Harvey', 'D.L. Hughley', 'Cedric the Entertainer', 'Bernie Mac']"
3866,"A day in Hollywood, 1972, with young people looking for the 24 hours that will change their lives. Zach will open that night for a British rocker at Whisky a Go-Go; he lives in a canyon and plays impromptu duets with a mysterious guitarist he doesn't see. Tammy is a costume designer, open to quick sex with the various rockers she works with and loved from afar by Michael, a photographer recovering from a case of the clap. His good friend is Felix, a morose, alcoholic songwriter. On hand for comic relief is Marty Shapiro, a fast-talking record producer. Getting ready for the gig at the club, Zach's performance, and the early-morning aftermath comprise the film.",Adam Collis,"['Anna Friel', 'Nick Stahl', 'Rory Cochrane', 'Adam Goldberg', 'Tommy Flanagan']"
3867,,,
3868,"When the bumbling Lieutenant Frank Drebin investigates events following the shooting of his partner, he stumbles upon an attempt to assassinate Queen Elizabeth II.",David Zucker,"['Leslie Nielsen', 'Priscilla Presley', 'Ricardo Montalban', 'George Kennedy', 'O. J. Simpson']"
3869,"Bumbling lieutenant Frank Drebin is out to foil the big boys in the energy industry, who intend to suppress technology that will put them out of business.",David Zucker,"['Leslie Nielsen', 'Priscilla Presley', 'George Kennedy', 'O. J. Simpson', 'Robert Goulet']"
3870,"Change comes slowly to a small New Hampshire town in the early 20th century. We see birth, life and death in this small community.",Sam Wood,"['William Holden', 'Martha Scott', 'Fay Bainter', 'Beulah Bondi', 'Thomas Mitchell']"
3871,"A weary gunfighter attempts to settle down with a homestead family, but a smouldering settler and rancher conflict forces him to act.",George Stevens,"['Alan Ladd', 'Jean Arthur', 'Van Heflin', 'Brandon De Wilde', 'Jack Palance']"
3872,The only son of wealthy widow Violet Venable dies while on vacation with his cousin Catherine. What the girl saw was so horrible that she went insane; now Mrs. Venable wants Catherine lobotomized to cover up the truth.,Joseph L. Mankiewicz,"['Elizabeth Taylor', 'Katharine Hepburn', 'Montgomery Clift', 'Albert Dekker', 'Mercedes McCambridge']"
3873,"A woman seeking revenge for her murdered father hires a famous gunman, but he's very different from what she expects.",Elliot Silverstein,"['Jane Fonda', 'Lee Marvin', 'Michael Callan', 'Dwayne Hickman', 'Nat King Cole']"
3874,"Dr. Henry Harriston is a successful psychoanalyst in New York City. When he is near a nervous breakdown, he arranges to change his flat with Beatrice Saulnier from France for a while. Both don't know each other and both find themselves deeply involved into the social settings of the other, because the decision to change their flats is made overnight. Could be the perfect amusement, but suddenly Henry finds himself beaten up by Beatrice' lover and Beatrice is considered to be Dr. Harriston's substitute by his clients...",Chantal Akerman,"['Juliette Binoche', 'William Hurt', 'Paul Guilfoyle', 'Richard Jenkins', 'Stephanie Buttle']"
3875,"The powers of good are pitted against the forces of evil as the Duc de Richelieu wrestles with the charming but deadly Satanist, Mocata, for the soul of his friend. Mocata has the knowledge and the power to summon the forces of darkness and, as the Duc de Richelieu and his friends remain within the protected pentacle, they are subjected to ever-increasing horror until thundering hooves herald the arrival of the Angel of Death.",Terence Fisher,"['Christopher Lee', 'Leon Greene', 'Patrick Mower', 'Niké Arrighi', 'Charles Gray']"
3876,"Tom and Jerry are two hit men, they work by day at a third-rate second-hand car dealership. Tom is a veteran and Jerry is a novice in their business, and their attitude toward their profession differs a lot. It shows when Tom is required to kill his old friend Karl.",Saul Rubinek,"['Joe Mantegna', 'Sam Rockwell', 'Maury Chaykin', 'Ted Danson', 'Charles Durning']"
3877,"After losing a powerful orb, Kara, Superman's cousin, comes to Earth to retrieve it and instead finds herself up against a wicked witch.",Jeannot Szwarc,"['Faye Dunaway', 'Helen Slater', ""Peter O'Toole"", 'Mia Farrow', 'Brenda Vaccaro']"
3878,"Army radiation experiments awaken a subterranean monster from a fissure that feeds on energy and proceeds to terrorise a remote Scottish village. An American research scientist at a nearby nuclear plant joins with a British investigator to discover why the victims were radioactively burned and why, shortly thereafter, a series of radiation-related incidents are occurring in an ever-growing straight line away from the fissure.",Leslie Norman,"['Dean Jagger', 'Leo McKern', 'William Lucas', 'Edward Chapman', 'John Harvey']"
3879,"Neil Shaw is both agent and weapon - a critical line of defense for the Secretary General of the United Nations. He does not even officially exist. As an international security expert, he must uncover an international plot in which ruthless terrorists threatened to bring down the United Nations on the eve of an historic summit with China. A mysterious chain of events leads to the murder of the Chinese U.N. Ambassador and the terrorists frame Neil Shaw, the one man they believe can stop them. Accused of the crime, Shaw goes underground — in effect, vanishing from his own life — as he tries to stop what could become World War III.",Christian Duguay,"['Wesley Snipes', 'Donald Sutherland', 'Anne Archer', 'Maury Chaykin', 'Michael Biehn']"
3880,"With the help of her mother, family, friends, and fellow musicians, Aiyana Elliott reaches for her father, legendary cowboy troubadour, Ramblin' Jack Elliott. She explores who he is and how he got there, working back and forth between archival and contemporary footage. Born in 1932 in Brooklyn, busking through the South and West in the early 50s, a year with Woody Guthrie, six years flatpicking in Europe, a triumphant return to Greenwich Village in the early 60s, mentoring Bob Dylan, then life on the road, from gig to gig, singing and telling stories. A Grammy and the National Medal of Arts await Jack near the end of a long trail. What will Aiyana find for herself?",Aiyana Elliott,"['Jack Elliott', 'Arlo Guthrie', 'Kris Kristofferson', 'Pete Seeger', 'Odetta']"
